number of Bacteria : 
{59810}
---------
number of Eukaryota : 
{36377}
---------
number of Archaea : 
{2207}
---------
shape of dataframe : (98394, 12927)
Epoch [4/10], Training Loss: 0.0600
Epoch [4/10], Validation Loss: 0.0485
Epoch [4/10], Validation Accuracy: 98.9691%
Epoch [5/10], Training Loss: 0.0310
Epoch [5/10], Validation Loss: 0.0510
Epoch [5/10], Validation Accuracy: 98.9691%
Epoch [6/10], Training Loss: 0.0052
Epoch [6/10], Validation Loss: 0.0507
Epoch [6/10], Validation Accuracy: 98.9691%
Epoch [7/10], Training Loss: 0.0227
Epoch [7/10], Validation Loss: 0.0553
Epoch [7/10], Validation Accuracy: 98.9691%
Epoch [8/10], Training Loss: 0.0069
Epoch [8/10], Validation Loss: 0.0485
Epoch [8/10], Validation Accuracy: 98.9875%
Epoch [9/10], Training Loss: 0.0279
Epoch [9/10], Validation Loss: 0.0513
Epoch [9/10], Validation Accuracy: 99.0243%
Epoch [10/10], Training Loss: 0.0068
Epoch [10/10], Validation Loss: 0.0503
Epoch [10/10], Validation Accuracy: 99.0427%
Got to iteration 10 in 238.71438670158386 seconds
Epoch [1/10], Training Loss: 0.0129
Epoch [1/10], Validation Loss: 0.0454
Epoch [1/10], Validation Accuracy: 98.9507%
Epoch [2/10], Training Loss: 0.0306
Epoch [2/10], Validation Loss: 0.0383
Epoch [2/10], Validation Accuracy: 99.2636%
Epoch [3/10], Training Loss: 0.0144
Epoch [3/10], Validation Loss: 0.0355
Epoch [3/10], Validation Accuracy: 99.2268%
Epoch [4/10], Training Loss: 0.0172
Epoch [4/10], Validation Loss: 0.0370
Epoch [4/10], Validation Accuracy: 99.2268%
Epoch [5/10], Training Loss: 0.1446
Epoch [5/10], Validation Loss: 0.0360
Epoch [5/10], Validation Accuracy: 99.1900%
Epoch [6/10], Training Loss: 0.0255
Epoch [6/10], Validation Loss: 0.0409
Epoch [6/10], Validation Accuracy: 99.1532%
Epoch [7/10], Training Loss: 0.0251
Epoch [7/10], Validation Loss: 0.0399
Epoch [7/10], Validation Accuracy: 99.1900%
Epoch [8/10], Training Loss: 0.0074
Epoch [8/10], Validation Loss: 0.0398
Epoch [8/10], Validation Accuracy: 99.1900%
Epoch [9/10], Training Loss: 0.0441
Epoch [9/10], Validation Loss: 0.0423
Epoch [9/10], Validation Accuracy: 99.0427%
Epoch [10/10], Training Loss: 0.0214
Epoch [10/10], Validation Loss: 0.0384
Epoch [10/10], Validation Accuracy: 99.1348%
Got to iteration 11 in 261.5194935798645 seconds
Epoch [1/10], Training Loss: 0.0305
Epoch [1/10], Validation Loss: 0.0498
Epoch [1/10], Validation Accuracy: 98.9323%
Epoch [2/10], Training Loss: 0.0053
Epoch [2/10], Validation Loss: 0.0517
Epoch [2/10], Validation Accuracy: 98.9138%
Epoch [3/10], Training Loss: 0.0533
Epoch [3/10], Validation Loss: 0.0418
Epoch [3/10], Validation Accuracy: 99.0795%
Epoch [4/10], Training Loss: 0.0328
Epoch [4/10], Validation Loss: 0.0368
Epoch [4/10], Validation Accuracy: 99.2452%
Epoch [5/10], Training Loss: 0.0860
Epoch [5/10], Validation Loss: 0.0435
Epoch [5/10], Validation Accuracy: 99.0795%
Epoch [6/10], Training Loss: 0.0985
Epoch [6/10], Validation Loss: 0.0380
Epoch [6/10], Validation Accuracy: 99.2636%
Epoch [7/10], Training Loss: 0.0220
Epoch [7/10], Validation Loss: 0.0393
Epoch [7/10], Validation Accuracy: 99.2452%
Epoch [8/10], Training Loss: 0.1219
Epoch [8/10], Validation Loss: 0.0374
Epoch [8/10], Validation Accuracy: 99.1716%
Epoch [9/10], Training Loss: 0.0505
Epoch [9/10], Validation Loss: 0.0385
Epoch [9/10], Validation Accuracy: 99.2452%
Epoch [10/10], Training Loss: 0.0063
Epoch [10/10], Validation Loss: 0.0381
Epoch [10/10], Validation Accuracy: 99.2820%
Got to iteration 12 in 284.36753845214844 seconds
Epoch [1/10], Training Loss: 0.0897
Epoch [1/10], Validation Loss: 0.0609
Epoch [1/10], Validation Accuracy: 98.7297%
Epoch [2/10], Training Loss: 0.0273
Epoch [2/10], Validation Loss: 0.0571
Epoch [2/10], Validation Accuracy: 98.8402%
Epoch [3/10], Training Loss: 0.0056
Epoch [3/10], Validation Loss: 0.0503
Epoch [3/10], Validation Accuracy: 98.9323%
Epoch [4/10], Training Loss: 0.1459
Epoch [4/10], Validation Loss: 0.0515
Epoch [4/10], Validation Accuracy: 98.9138%
Epoch [5/10], Training Loss: 0.0792
Epoch [5/10], Validation Loss: 0.0538
Epoch [5/10], Validation Accuracy: 99.0795%
Epoch [6/10], Training Loss: 0.0682
Epoch [6/10], Validation Loss: 0.0512
Epoch [6/10], Validation Accuracy: 98.9875%
Epoch [7/10], Training Loss: 0.0513
Epoch [7/10], Validation Loss: 0.0560
Epoch [7/10], Validation Accuracy: 98.9691%
Epoch [8/10], Training Loss: 0.1584
Epoch [8/10], Validation Loss: 0.0524
Epoch [8/10], Validation Accuracy: 98.9875%
Epoch [9/10], Training Loss: 0.0129
Epoch [9/10], Validation Loss: 0.0527
Epoch [9/10], Validation Accuracy: 99.0611%
Epoch [10/10], Training Loss: 0.0629
Epoch [10/10], Validation Loss: 0.0488
Epoch [10/10], Validation Accuracy: 99.0427%
Got to iteration 13 in 307.2483389377594 seconds
Epoch [1/10], Training Loss: 0.0062
Epoch [1/10], Validation Loss: 0.0536
Epoch [1/10], Validation Accuracy: 98.8954%
Epoch [2/10], Training Loss: 0.1571
Epoch [2/10], Validation Loss: 0.0491
Epoch [2/10], Validation Accuracy: 98.8586%
Epoch [3/10], Training Loss: 0.1286
Epoch [3/10], Validation Loss: 0.0516
Epoch [3/10], Validation Accuracy: 98.8770%
Epoch [4/10], Training Loss: 0.0153
Epoch [4/10], Validation Loss: 0.0438
Epoch [4/10], Validation Accuracy: 98.9691%
Epoch [5/10], Training Loss: 0.0132
Epoch [5/10], Validation Loss: 0.0633
Epoch [5/10], Validation Accuracy: 98.6377%
Epoch [6/10], Training Loss: 0.0241
Epoch [6/10], Validation Loss: 0.0480
Epoch [6/10], Validation Accuracy: 99.0243%
Epoch [7/10], Training Loss: 0.0059
Epoch [7/10], Validation Loss: 0.0457
Epoch [7/10], Validation Accuracy: 99.1348%
Epoch [8/10], Training Loss: 0.0063
Epoch [8/10], Validation Loss: 0.0442
Epoch [8/10], Validation Accuracy: 99.0059%
Epoch [9/10], Training Loss: 0.0060
Epoch [9/10], Validation Loss: 0.0451
Epoch [9/10], Validation Accuracy: 99.2268%
Epoch [10/10], Training Loss: 0.0737
Epoch [10/10], Validation Loss: 0.0446
Epoch [10/10], Validation Accuracy: 99.1163%
Got to iteration 14 in 330.1232817173004 seconds
Epoch [1/10], Training Loss: 0.0257
Epoch [1/10], Validation Loss: 0.0581
Epoch [1/10], Validation Accuracy: 98.8770%
Epoch [2/10], Training Loss: 0.2185
Epoch [2/10], Validation Loss: 0.0539
Epoch [2/10], Validation Accuracy: 98.9323%
Epoch [3/10], Training Loss: 0.0097
Epoch [3/10], Validation Loss: 0.0512
Epoch [3/10], Validation Accuracy: 99.1348%
Epoch [4/10], Training Loss: 0.0219
Epoch [4/10], Validation Loss: 0.0508
Epoch [4/10], Validation Accuracy: 99.0795%
Epoch [5/10], Training Loss: 0.0091
Epoch [5/10], Validation Loss: 0.0490
Epoch [5/10], Validation Accuracy: 99.0795%
Epoch [6/10], Training Loss: 0.0249
Epoch [6/10], Validation Loss: 0.0533
Epoch [6/10], Validation Accuracy: 99.1163%
Epoch [7/10], Training Loss: 0.0114
Epoch [7/10], Validation Loss: 0.0550
Epoch [7/10], Validation Accuracy: 99.0795%
Epoch [8/10], Training Loss: 0.0176
Epoch [8/10], Validation Loss: 0.0537
Epoch [8/10], Validation Accuracy: 99.1163%
Epoch [9/10], Training Loss: 0.0286
Epoch [9/10], Validation Loss: 0.0548
Epoch [9/10], Validation Accuracy: 99.0979%
Epoch [10/10], Training Loss: 0.0172
Epoch [10/10], Validation Loss: 0.0535
Epoch [10/10], Validation Accuracy: 98.9691%
Got to iteration 15 in 352.9794878959656 seconds
Epoch [1/10], Training Loss: 0.0343
Epoch [1/10], Validation Loss: 0.0630
Epoch [1/10], Validation Accuracy: 98.9323%
Epoch [2/10], Training Loss: 0.0203
Epoch [2/10], Validation Loss: 0.0524
Epoch [2/10], Validation Accuracy: 99.1163%
Epoch [3/10], Training Loss: 0.0370
Epoch [3/10], Validation Loss: 0.0478
Epoch [3/10], Validation Accuracy: 99.1532%
Epoch [4/10], Training Loss: 0.0141
Epoch [4/10], Validation Loss: 0.0513
Epoch [4/10], Validation Accuracy: 99.2268%
Epoch [5/10], Training Loss: 0.0320
Epoch [5/10], Validation Loss: 0.0497
Epoch [5/10], Validation Accuracy: 99.1348%
Epoch [6/10], Training Loss: 0.0070
Epoch [6/10], Validation Loss: 0.0511
Epoch [6/10], Validation Accuracy: 99.2820%
Epoch [7/10], Training Loss: 0.0085
Epoch [7/10], Validation Loss: 0.0463
Epoch [7/10], Validation Accuracy: 99.2268%
Epoch [8/10], Training Loss: 0.0136
Epoch [8/10], Validation Loss: 0.0457
Epoch [8/10], Validation Accuracy: 99.2636%
Epoch [9/10], Training Loss: 0.0327
Epoch [9/10], Validation Loss: 0.0449
Epoch [9/10], Validation Accuracy: 99.2452%
Epoch [10/10], Training Loss: 0.0724
Epoch [10/10], Validation Loss: 0.0481
Epoch [10/10], Validation Accuracy: 99.2084%
Got to iteration 16 in 375.91341519355774 seconds
Epoch [1/10], Training Loss: 0.0561
Epoch [1/10], Validation Loss: 0.0568
Epoch [1/10], Validation Accuracy: 98.7297%
Epoch [2/10], Training Loss: 0.0140
Epoch [2/10], Validation Loss: 0.0475
Epoch [2/10], Validation Accuracy: 99.0243%
Epoch [3/10], Training Loss: 0.3148
Epoch [3/10], Validation Loss: 0.0457
Epoch [3/10], Validation Accuracy: 99.1348%
Epoch [4/10], Training Loss: 0.0236
Epoch [4/10], Validation Loss: 0.0436
Epoch [4/10], Validation Accuracy: 99.1348%
Epoch [5/10], Training Loss: 0.3164
Epoch [5/10], Validation Loss: 0.0476
Epoch [5/10], Validation Accuracy: 99.1716%
Epoch [6/10], Training Loss: 0.0337
Epoch [6/10], Validation Loss: 0.0479
Epoch [6/10], Validation Accuracy: 99.0611%
Epoch [7/10], Training Loss: 0.0119
Epoch [7/10], Validation Loss: 0.0418
Epoch [7/10], Validation Accuracy: 99.1900%
Epoch [8/10], Training Loss: 0.0195
Epoch [8/10], Validation Loss: 0.0442
Epoch [8/10], Validation Accuracy: 99.2084%
Epoch [9/10], Training Loss: 0.0336
Epoch [9/10], Validation Loss: 0.0418
Epoch [9/10], Validation Accuracy: 99.1348%
Epoch [10/10], Training Loss: 0.0867
Epoch [10/10], Validation Loss: 0.0405
Epoch [10/10], Validation Accuracy: 99.3189%
Got to iteration 17 in 399.0726249217987 seconds
Epoch [1/10], Training Loss: 0.0517
Epoch [1/10], Validation Loss: 0.0593
Epoch [1/10], Validation Accuracy: 98.7666%
Epoch [2/10], Training Loss: 0.0343
Epoch [2/10], Validation Loss: 0.0410
Epoch [2/10], Validation Accuracy: 99.1163%
Epoch [3/10], Training Loss: 0.0256
Epoch [3/10], Validation Loss: 0.0364
Epoch [3/10], Validation Accuracy: 99.2636%
Epoch [4/10], Training Loss: 0.0674
Epoch [4/10], Validation Loss: 0.0431
Epoch [4/10], Validation Accuracy: 99.1900%
Epoch [5/10], Training Loss: 0.3506
Epoch [5/10], Validation Loss: 0.0415
Epoch [5/10], Validation Accuracy: 99.2084%
Epoch [6/10], Training Loss: 0.0329
Epoch [6/10], Validation Loss: 0.0397
Epoch [6/10], Validation Accuracy: 99.2636%
Epoch [7/10], Training Loss: 0.0057
Epoch [7/10], Validation Loss: 0.0452
Epoch [7/10], Validation Accuracy: 99.1532%
Epoch [8/10], Training Loss: 0.0085
Epoch [8/10], Validation Loss: 0.0391
Epoch [8/10], Validation Accuracy: 99.2636%
Epoch [9/10], Training Loss: 0.0088
Epoch [9/10], Validation Loss: 0.0364
Epoch [9/10], Validation Accuracy: 99.3373%
Epoch [10/10], Training Loss: 0.0548
Epoch [10/10], Validation Loss: 0.0405
Epoch [10/10], Validation Accuracy: 99.1716%
Got to iteration 18 in 422.05906081199646 seconds
Epoch [1/10], Training Loss: 0.0187
Epoch [1/10], Validation Loss: 0.0606
Epoch [1/10], Validation Accuracy: 98.8954%
Epoch [2/10], Training Loss: 0.0915
Epoch [2/10], Validation Loss: 0.0492
Epoch [2/10], Validation Accuracy: 99.0795%
Epoch [3/10], Training Loss: 0.0085
Epoch [3/10], Validation Loss: 0.0470
Epoch [3/10], Validation Accuracy: 99.2084%
Epoch [4/10], Training Loss: 0.0509
Epoch [4/10], Validation Loss: 0.0506
Epoch [4/10], Validation Accuracy: 99.1163%
Epoch [5/10], Training Loss: 0.0234
Epoch [5/10], Validation Loss: 0.0474
Epoch [5/10], Validation Accuracy: 99.0243%
Epoch [6/10], Training Loss: 0.0615
Epoch [6/10], Validation Loss: 0.0529
Epoch [6/10], Validation Accuracy: 99.0059%
Epoch [7/10], Training Loss: 0.0549
Epoch [7/10], Validation Loss: 0.0441
Epoch [7/10], Validation Accuracy: 99.2084%
Epoch [8/10], Training Loss: 0.0072
Epoch [8/10], Validation Loss: 0.0441
Epoch [8/10], Validation Accuracy: 99.1900%
Epoch [9/10], Training Loss: 0.0081
Epoch [9/10], Validation Loss: 0.0448
Epoch [9/10], Validation Accuracy: 99.1348%
Epoch [10/10], Training Loss: 0.0254
Epoch [10/10], Validation Loss: 0.0470
Epoch [10/10], Validation Accuracy: 99.1532%
Got to iteration 19 in 444.97953152656555 seconds
Epoch [1/10], Training Loss: 0.0372
Epoch [1/10], Validation Loss: 0.0554
Epoch [1/10], Validation Accuracy: 98.8402%
Epoch [2/10], Training Loss: 0.1635
Epoch [2/10], Validation Loss: 0.0466
Epoch [2/10], Validation Accuracy: 99.2268%
Epoch [3/10], Training Loss: 0.0372
Epoch [3/10], Validation Loss: 0.0463
Epoch [3/10], Validation Accuracy: 99.1532%
Epoch [4/10], Training Loss: 0.0779
Epoch [4/10], Validation Loss: 0.0477
Epoch [4/10], Validation Accuracy: 99.2452%
Epoch [5/10], Training Loss: 0.0205
Epoch [5/10], Validation Loss: 0.0450
Epoch [5/10], Validation Accuracy: 99.2452%
Epoch [6/10], Training Loss: 0.0061
Epoch [6/10], Validation Loss: 0.0471
Epoch [6/10], Validation Accuracy: 99.2820%
Epoch [7/10], Training Loss: 0.0050
Epoch [7/10], Validation Loss: 0.0464
Epoch [7/10], Validation Accuracy: 99.1900%
Epoch [8/10], Training Loss: 0.0312
Epoch [8/10], Validation Loss: 0.0454
Epoch [8/10], Validation Accuracy: 99.2084%
Epoch [9/10], Training Loss: 0.0047
Epoch [9/10], Validation Loss: 0.0538
Epoch [9/10], Validation Accuracy: 99.2452%
Epoch [10/10], Training Loss: 0.1132
Epoch [10/10], Validation Loss: 0.0442
Epoch [10/10], Validation Accuracy: 99.2452%
Got to iteration 20 in 467.82181000709534 seconds
Epoch [1/10], Training Loss: 0.0885
Epoch [1/10], Validation Loss: 0.0744
Epoch [1/10], Validation Accuracy: 98.8402%
Epoch [2/10], Training Loss: 0.0071
Epoch [2/10], Validation Loss: 0.0619
Epoch [2/10], Validation Accuracy: 98.9138%
Epoch [3/10], Training Loss: 0.0248
Epoch [3/10], Validation Loss: 0.0603
Epoch [3/10], Validation Accuracy: 99.0427%
Epoch [4/10], Training Loss: 0.1041
Epoch [4/10], Validation Loss: 0.0605
Epoch [4/10], Validation Accuracy: 99.0795%
Epoch [5/10], Training Loss: 0.0220
Epoch [5/10], Validation Loss: 0.0599
Epoch [5/10], Validation Accuracy: 99.1348%
Epoch [6/10], Training Loss: 0.0093
Epoch [6/10], Validation Loss: 0.0560
Epoch [6/10], Validation Accuracy: 99.0795%
Epoch [7/10], Training Loss: 0.0333
Epoch [7/10], Validation Loss: 0.0585
Epoch [7/10], Validation Accuracy: 99.0795%
Epoch [8/10], Training Loss: 0.0160
Epoch [8/10], Validation Loss: 0.0621
Epoch [8/10], Validation Accuracy: 99.1163%
Epoch [9/10], Training Loss: 0.0159
Epoch [9/10], Validation Loss: 0.0608
Epoch [9/10], Validation Accuracy: 99.0427%
Epoch [10/10], Training Loss: 0.0188
Epoch [10/10], Validation Loss: 0.0572
Epoch [10/10], Validation Accuracy: 99.0427%
Got to iteration 21 in 490.71305322647095 seconds
Epoch [1/10], Training Loss: 0.0272
Epoch [1/10], Validation Loss: 0.0574
Epoch [1/10], Validation Accuracy: 99.0243%
Epoch [2/10], Training Loss: 0.1509
Epoch [2/10], Validation Loss: 0.0535
Epoch [2/10], Validation Accuracy: 99.1348%
Epoch [3/10], Training Loss: 0.0213
Epoch [3/10], Validation Loss: 0.0550
Epoch [3/10], Validation Accuracy: 99.1163%
Epoch [4/10], Training Loss: 0.1541
Epoch [4/10], Validation Loss: 0.0547
Epoch [4/10], Validation Accuracy: 99.1716%
Epoch [5/10], Training Loss: 0.0285
Epoch [5/10], Validation Loss: 0.0556
Epoch [5/10], Validation Accuracy: 99.1163%
Epoch [6/10], Training Loss: 0.0214
Epoch [6/10], Validation Loss: 0.0517
Epoch [6/10], Validation Accuracy: 99.1532%
Epoch [7/10], Training Loss: 0.0432
Epoch [7/10], Validation Loss: 0.0612
Epoch [7/10], Validation Accuracy: 99.0611%
Epoch [8/10], Training Loss: 0.0043
Epoch [8/10], Validation Loss: 0.0585
Epoch [8/10], Validation Accuracy: 99.0427%
Epoch [9/10], Training Loss: 0.1259
Epoch [9/10], Validation Loss: 0.0563
Epoch [9/10], Validation Accuracy: 99.0427%
Epoch [10/10], Training Loss: 0.0232
Epoch [10/10], Validation Loss: 0.0530
Epoch [10/10], Validation Accuracy: 99.1163%
Got to iteration 22 in 513.6125411987305 seconds
Epoch [1/10], Training Loss: 0.1072
Epoch [1/10], Validation Loss: 0.0641
Epoch [1/10], Validation Accuracy: 98.8218%
Epoch [2/10], Training Loss: 0.0304
Epoch [2/10], Validation Loss: 0.0559
Epoch [2/10], Validation Accuracy: 98.9138%
Epoch [3/10], Training Loss: 0.0064
Epoch [3/10], Validation Loss: 0.0531
Epoch [3/10], Validation Accuracy: 98.8954%
Epoch [4/10], Training Loss: 0.0843
Epoch [4/10], Validation Loss: 0.0495
Epoch [4/10], Validation Accuracy: 99.1532%
Epoch [5/10], Training Loss: 0.0677
Epoch [5/10], Validation Loss: 0.0527
Epoch [5/10], Validation Accuracy: 98.9875%
Epoch [6/10], Training Loss: 0.1526
Epoch [6/10], Validation Loss: 0.0630
Epoch [6/10], Validation Accuracy: 98.7666%
Epoch [7/10], Training Loss: 0.0117
Epoch [7/10], Validation Loss: 0.0577
Epoch [7/10], Validation Accuracy: 98.7666%
Epoch [8/10], Training Loss: 0.0315
Epoch [8/10], Validation Loss: 0.0470
Epoch [8/10], Validation Accuracy: 99.1163%
Epoch [9/10], Training Loss: 0.0233
Epoch [9/10], Validation Loss: 0.0461
Epoch [9/10], Validation Accuracy: 99.1532%
Epoch [10/10], Training Loss: 0.0454
Epoch [10/10], Validation Loss: 0.0490
Epoch [10/10], Validation Accuracy: 99.0979%
Got to iteration 23 in 536.4787328243256 seconds
Epoch [1/10], Training Loss: 0.2085
Epoch [1/10], Validation Loss: 0.0630
Epoch [1/10], Validation Accuracy: 98.8218%
Epoch [2/10], Training Loss: 0.0507
Epoch [2/10], Validation Loss: 0.0578
Epoch [2/10], Validation Accuracy: 98.8770%
Epoch [3/10], Training Loss: 0.0886
Epoch [3/10], Validation Loss: 0.0524
Epoch [3/10], Validation Accuracy: 99.0243%
Epoch [4/10], Training Loss: 0.0148
Epoch [4/10], Validation Loss: 0.0561
Epoch [4/10], Validation Accuracy: 99.0243%
Epoch [5/10], Training Loss: 0.0245
Epoch [5/10], Validation Loss: 0.0576
Epoch [5/10], Validation Accuracy: 99.0059%
Epoch [6/10], Training Loss: 0.0090
Epoch [6/10], Validation Loss: 0.0531
Epoch [6/10], Validation Accuracy: 99.0427%
Epoch [7/10], Training Loss: 0.0307
Epoch [7/10], Validation Loss: 0.0544
Epoch [7/10], Validation Accuracy: 99.0427%
Epoch [8/10], Training Loss: 0.1501
Epoch [8/10], Validation Loss: 0.0525
Epoch [8/10], Validation Accuracy: 99.0427%
Epoch [9/10], Training Loss: 0.0085
Epoch [9/10], Validation Loss: 0.0566
Epoch [9/10], Validation Accuracy: 99.0243%
Epoch [10/10], Training Loss: 0.0478
Epoch [10/10], Validation Loss: 0.0536
Epoch [10/10], Validation Accuracy: 99.0059%
Got to iteration 24 in 559.3703258037567 seconds
Epoch [1/10], Training Loss: 0.0812
Epoch [1/10], Validation Loss: 0.0454
Epoch [1/10], Validation Accuracy: 98.9507%
Epoch [2/10], Training Loss: 0.0093
Epoch [2/10], Validation Loss: 0.0416
Epoch [2/10], Validation Accuracy: 99.1348%
Epoch [3/10], Training Loss: 0.0646
Epoch [3/10], Validation Loss: 0.0378
Epoch [3/10], Validation Accuracy: 99.1348%
Epoch [4/10], Training Loss: 0.0151
Epoch [4/10], Validation Loss: 0.0410
Epoch [4/10], Validation Accuracy: 99.1348%
Epoch [5/10], Training Loss: 0.0203
Epoch [5/10], Validation Loss: 0.0381
Epoch [5/10], Validation Accuracy: 99.2820%
Epoch [6/10], Training Loss: 0.0667
Epoch [6/10], Validation Loss: 0.0389
Epoch [6/10], Validation Accuracy: 99.2636%
Epoch [7/10], Training Loss: 0.0224
Epoch [7/10], Validation Loss: 0.0416
Epoch [7/10], Validation Accuracy: 99.1716%
Epoch [8/10], Training Loss: 0.0126
Epoch [8/10], Validation Loss: 0.0374
Epoch [8/10], Validation Accuracy: 99.2452%
Epoch [9/10], Training Loss: 0.0113
Epoch [9/10], Validation Loss: 0.0384
Epoch [9/10], Validation Accuracy: 99.2452%
Epoch [10/10], Training Loss: 0.0120
Epoch [10/10], Validation Loss: 0.0475
Epoch [10/10], Validation Accuracy: 99.1900%
Got to iteration 25 in 582.2258243560791 seconds
Epoch [1/10], Training Loss: 0.0527
Epoch [1/10], Validation Loss: 0.0624
Epoch [1/10], Validation Accuracy: 99.0059%
Epoch [2/10], Training Loss: 0.4899
Epoch [2/10], Validation Loss: 0.0497
Epoch [2/10], Validation Accuracy: 99.0795%
Epoch [3/10], Training Loss: 0.0230
Epoch [3/10], Validation Loss: 0.0493
Epoch [3/10], Validation Accuracy: 99.0979%
Epoch [4/10], Training Loss: 0.0189
Epoch [4/10], Validation Loss: 0.0492
Epoch [4/10], Validation Accuracy: 99.0427%
Epoch [5/10], Training Loss: 0.0087
Epoch [5/10], Validation Loss: 0.0519
Epoch [5/10], Validation Accuracy: 99.1348%
Epoch [6/10], Training Loss: 0.0923
Epoch [6/10], Validation Loss: 0.0445
Epoch [6/10], Validation Accuracy: 99.2084%
Epoch [7/10], Training Loss: 0.0549
Epoch [7/10], Validation Loss: 0.0497
Epoch [7/10], Validation Accuracy: 99.1348%
Epoch [8/10], Training Loss: 0.0234
Epoch [8/10], Validation Loss: 0.0439
Epoch [8/10], Validation Accuracy: 99.1900%
Epoch [9/10], Training Loss: 0.0453
Epoch [9/10], Validation Loss: 0.0477
Epoch [9/10], Validation Accuracy: 99.1716%
Epoch [10/10], Training Loss: 0.0158
Epoch [10/10], Validation Loss: 0.0481
Epoch [10/10], Validation Accuracy: 99.1532%
Got to iteration 26 in 605.0961246490479 seconds
Epoch [1/10], Training Loss: 0.1377
Epoch [1/10], Validation Loss: 0.0665
Epoch [1/10], Validation Accuracy: 98.8034%
Epoch [2/10], Training Loss: 0.1334
Epoch [2/10], Validation Loss: 0.0576
Epoch [2/10], Validation Accuracy: 98.7113%
Epoch [3/10], Training Loss: 0.0456
Epoch [3/10], Validation Loss: 0.0533
Epoch [3/10], Validation Accuracy: 99.0611%
Epoch [4/10], Training Loss: 0.1182
Epoch [4/10], Validation Loss: 0.0543
Epoch [4/10], Validation Accuracy: 98.8954%
Epoch [5/10], Training Loss: 0.0331
Epoch [5/10], Validation Loss: 0.0690
Epoch [5/10], Validation Accuracy: 98.5825%
Epoch [6/10], Training Loss: 0.0983
Epoch [6/10], Validation Loss: 0.0534
Epoch [6/10], Validation Accuracy: 99.0611%
Epoch [7/10], Training Loss: 0.1388
Epoch [7/10], Validation Loss: 0.0497
Epoch [7/10], Validation Accuracy: 99.1348%
Epoch [8/10], Training Loss: 0.0886
Epoch [8/10], Validation Loss: 0.0525
Epoch [8/10], Validation Accuracy: 99.1348%
Epoch [9/10], Training Loss: 0.0127
Epoch [9/10], Validation Loss: 0.0494
Epoch [9/10], Validation Accuracy: 99.1532%
Epoch [10/10], Training Loss: 0.0057
Epoch [10/10], Validation Loss: 0.0541
Epoch [10/10], Validation Accuracy: 98.9875%
Got to iteration 27 in 627.9912016391754 seconds
Epoch [1/10], Training Loss: 0.0560
Epoch [1/10], Validation Loss: 0.0771
Epoch [1/10], Validation Accuracy: 99.0059%
Epoch [2/10], Training Loss: 0.0071
Epoch [2/10], Validation Loss: 0.0629
Epoch [2/10], Validation Accuracy: 99.0611%
Epoch [3/10], Training Loss: 0.0142
Epoch [3/10], Validation Loss: 0.0573
Epoch [3/10], Validation Accuracy: 99.1163%
Epoch [4/10], Training Loss: 0.0135
Epoch [4/10], Validation Loss: 0.0590
Epoch [4/10], Validation Accuracy: 99.0979%
Epoch [5/10], Training Loss: 0.0339
Epoch [5/10], Validation Loss: 0.0618
Epoch [5/10], Validation Accuracy: 99.0979%
Epoch [6/10], Training Loss: 0.0138
Epoch [6/10], Validation Loss: 0.0598
Epoch [6/10], Validation Accuracy: 99.1348%
Epoch [7/10], Training Loss: 0.0956
Epoch [7/10], Validation Loss: 0.0564
Epoch [7/10], Validation Accuracy: 99.0243%
Epoch [8/10], Training Loss: 0.0059
Epoch [8/10], Validation Loss: 0.0613
Epoch [8/10], Validation Accuracy: 99.1163%
Epoch [9/10], Training Loss: 0.1647
Epoch [9/10], Validation Loss: 0.0580
Epoch [9/10], Validation Accuracy: 99.1900%
Epoch [10/10], Training Loss: 0.0050
Epoch [10/10], Validation Loss: 0.0602
Epoch [10/10], Validation Accuracy: 99.1348%
Got to iteration 28 in 650.8415248394012 seconds
Epoch [1/10], Training Loss: 0.0657
Epoch [1/10], Validation Loss: 0.0551
Epoch [1/10], Validation Accuracy: 98.8770%
Epoch [2/10], Training Loss: 0.0173
Epoch [2/10], Validation Loss: 0.0475
Epoch [2/10], Validation Accuracy: 98.9323%
Epoch [3/10], Training Loss: 0.1172
Epoch [3/10], Validation Loss: 0.0490
Epoch [3/10], Validation Accuracy: 98.8586%
Epoch [4/10], Training Loss: 0.0845
Epoch [4/10], Validation Loss: 0.0464
Epoch [4/10], Validation Accuracy: 99.0243%
Epoch [5/10], Training Loss: 0.0108
Epoch [5/10], Validation Loss: 0.0468
Epoch [5/10], Validation Accuracy: 98.9323%
Epoch [6/10], Training Loss: 0.0375
Epoch [6/10], Validation Loss: 0.0436
Epoch [6/10], Validation Accuracy: 98.9875%
Epoch [7/10], Training Loss: 0.0080
Epoch [7/10], Validation Loss: 0.0495
Epoch [7/10], Validation Accuracy: 98.9507%
Epoch [8/10], Training Loss: 0.2018
Epoch [8/10], Validation Loss: 0.0488
Epoch [8/10], Validation Accuracy: 99.0427%
Epoch [9/10], Training Loss: 0.0091
Epoch [9/10], Validation Loss: 0.0522
Epoch [9/10], Validation Accuracy: 98.8954%
Epoch [10/10], Training Loss: 0.0204
Epoch [10/10], Validation Loss: 0.0512
Epoch [10/10], Validation Accuracy: 98.9875%
Got to iteration 29 in 673.7002105712891 seconds
Epoch [1/10], Training Loss: 0.1596
Epoch [1/10], Validation Loss: 0.0700
Epoch [1/10], Validation Accuracy: 98.7297%
